,neg,neu,pos,compound,word_count
373,0.0,1.0,0.0,0.0,11
374,0.0,1.0,0.0,0.0,16
375,0.0,1.0,0.0,0.0,16
376,0.42,0.58,0.0,-0.4404,6
377,0.0,1.0,0.0,0.0,7
378,0.0,1.0,0.0,0.0,31
379,0.0,1.0,0.0,0.0,5
380,0.0,1.0,0.0,0.0,1
381,0.061,0.939,0.0,-0.128,24
382,0.0,1.0,0.0,0.0,27
383,0.0,1.0,0.0,0.0,22
384,0.0,1.0,0.0,0.0,14
385,0.0,1.0,0.0,0.0,14
386,0.281,0.719,0.0,-0.5994,11
387,0.102,0.648,0.25,0.4939,19
388,0.0,0.722,0.278,0.4019,9
389,0.0,0.73,0.27,0.5859,18
390,0.0,0.727,0.273,0.3089,9
391,0.0,0.816,0.184,0.5068,22
392,0.0,1.0,0.0,0.0,16
393,0.0,1.0,0.0,0.0,3
394,0.0,1.0,0.0,0.0,6
395,0.0,1.0,0.0,0.0,4
396,0.0,1.0,0.0,0.0,8
397,0.0,1.0,0.0,0.0,11
398,0.103,0.897,0.0,-0.1531,15
399,0.0,1.0,0.0,0.0,5
400,0.464,0.145,0.391,-0.128,3
401,0.0,0.294,0.706,0.5859,4
402,0.56,0.119,0.321,-0.4588,3
403,0.217,0.783,0.0,-0.7579,30
404,0.0,1.0,0.0,0.0,31
405,0.0,1.0,0.0,0.0,15
406,0.0,1.0,0.0,0.0,11
407,0.0,1.0,0.0,0.0,12
408,0.0,1.0,0.0,0.0,25
409,0.0,1.0,0.0,0.0,5
410,0.0,1.0,0.0,0.0,2
411,0.307,0.693,0.0,-0.4767,8
412,0.193,0.807,0.0,-0.4767,14
413,0.0,1.0,0.0,0.0,5
414,0.0,0.515,0.485,0.765,9
415,0.34,0.494,0.167,-0.6808,22
416,0.0,1.0,0.0,0.0,13
417,0.0,0.48,0.52,0.5023,6
418,0.0,0.615,0.385,0.3612,7
419,0.0,0.861,0.139,0.4404,19
420,0.0,0.762,0.238,0.3612,9
421,0.167,0.833,0.0,-0.1531,9
422,0.459,0.541,0.0,-0.6249,9
423,0.175,0.738,0.086,-0.5296,22
424,0.145,0.855,0.0,-0.1779,12
425,0.0,1.0,0.0,0.0,5
426,0.0,0.758,0.242,0.4939,12
427,0.0,0.53,0.47,0.796,10
428,0.0,1.0,0.0,0.0,14
429,0.0,1.0,0.0,0.0,5
430,0.0,0.574,0.426,0.886,17
431,0.167,0.574,0.258,0.2263,18
432,0.0,1.0,0.0,0.0,2
433,0.0,1.0,0.0,0.0,5
434,0.0,0.828,0.172,0.4404,15
435,0.059,0.837,0.103,0.2263,19
436,0.074,0.804,0.123,0.2869,21
437,0.0,1.0,0.0,0.0,14
438,0.348,0.652,0.0,-0.1531,5
439,0.282,0.485,0.233,0.128,9
440,0.0,0.806,0.194,0.0516,7
441,0.267,0.733,0.0,-0.024,4
442,0.0,0.455,0.545,0.0516,2
443,0.0,1.0,0.0,0.0,20
444,0.0,0.704,0.296,0.6369,11
445,0.0,0.818,0.182,0.4404,15
446,0.0,0.611,0.389,0.6249,10
447,0.0,1.0,0.0,0.0,5
448,0.0,1.0,0.0,0.0,8
449,0.196,0.804,0.0,-0.296,10
450,0.292,0.708,0.0,-0.4391,8
451,0.0,0.848,0.152,0.3612,16
452,0.0,1.0,0.0,0.0,9
453,0.0,1.0,0.0,0.0,6
454,0.0,1.0,0.0,0.0,3
455,0.0,1.0,0.0,0.0,6
456,0.0,0.286,0.714,0.6124,5
457,0.0,1.0,0.0,0.0,38
458,0.0,0.775,0.225,0.4404,12
459,0.0,1.0,0.0,0.0,25
460,0.0,1.0,0.0,0.0,5
461,0.0,0.769,0.231,0.2732,10
462,0.0,0.672,0.328,0.5284,8
463,0.0,0.842,0.158,0.128,9
464,0.0,1.0,0.0,0.0,37
465,0.07,0.93,0.0,-0.128,23
466,0.0,1.0,0.0,0.0,5
467,0.064,0.936,0.0,-0.128,24
468,0.086,0.914,0.0,-0.128,17
469,0.129,0.871,0.0,-0.4019,30
470,0.167,0.833,0.0,-0.34,15
471,0.0,1.0,0.0,0.0,18
472,0.0,1.0,0.0,0.0,6
473,0.0,1.0,0.0,0.0,15
474,0.0,1.0,0.0,0.0,4
475,0.161,0.839,0.0,-0.3182,14
476,0.0,1.0,0.0,0.0,4
477,0.0,1.0,0.0,0.0,7
